Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf	,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order Date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Other payments description,Other payments,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
Capriotti's Sandwich Shop (NV079),79|15654,#256E3,3227a58e-6ab7-4bb3-a6a0-b158f59256e3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,2:56 PM,Non-member,13.79,1.14,14.93,0,0,0,0,0,0,0,0,0,0,0,0,14.93,-2.48,18,0,0,0,0,0,0,0,0,,0,-1.14,0,11.31,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#52616,8947fafe-f350-4be2-b092-19515f452616,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,2:56 PM,Uber One member,85.26,7.05,92.31,0,0,0,0,0,0,0,0,0,0,0,0,92.31,-17.9,21,0,0,0,0,0,0,0,0,,0,-7.05,0,67.36,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#52616,8947fafe-f350-4be2-b092-19515f452616,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,10/23/25,2:56 PM,Uber One member,0,0,0,-16.28,-1.35,-17.63,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1.35,0,-16.28,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#360E5,223d71a4-7dd8-4a82-ae55-47d3b69360e5,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/23/25,4:48 PM,Uber One member,43.17,3.57,46.74,0,0,0,0,0,0,0,0,0,0,0,0,46.74,-9.07,21,0,0,0,0,0,0,0,0,,0,-3.57,0,34.1,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#019F9,c7c83585-764c-40e1-ae6e-ebcf64f019f9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,5:08 PM,Non-member,131.3,10.85,142.15,0,0,0,0,0,0,0,0,0,0,0,0,142.15,-23.63,18,0,0,0,0,0,0,0,0,,0,-10.85,0,107.67,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#C0A39,cbd7b23a-20a4-46b7-9157-a793bfbc0a39,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,5:12 PM,Non-member,16.89,1.4,18.29,0,0,0,0,0,0,0,0,0,0,0,0,18.29,-3.04,18,0,0,0,0,0,0,0,0,,0,-1.4,0,13.85,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.16,0,0,-3.16,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#6C5B8,d8820e8d-58e3-46d6-818b-8bb69f36c5b8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,10:02 AM,Non-member,13.79,1.14,14.93,0,0,0,0,0,0,0,0,0,0,0,0,14.93,-2.48,18,0,0,0,0,0,0,0,0,,0,-1.14,0,11.31,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#C5A04,df2a011e-bbfd-49e6-baae-1dcf299c5a04,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,12:39 PM,Uber One member,30.08,2.49,32.57,0,0,0,0,0,-5,-0.42,0,0,0,0,0,27.57,-5.27,21,0,0,0,0,0,0,0,0,,0,-2.07,0,19.81,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#CF55C,451ea1dd-5804-4a3c-a687-b57b96ecf55c,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,5:14 PM,Uber One member,34.76,2.87,37.63,0,0,0,0,0,0,0,0,0,0,0,0,37.63,-7.3,21,0,0,0,0,0,0,0,0,,0,-2.87,0,27.46,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#CE373,7f0e4a56-b0c2-4fee-a365-e54d997ce373,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,8:22 PM,Uber One member,22.86,1.89,24.75,0,0,0,0,0,0,0,0,0,0,0,0,24.75,-4.8,21,0,0,0,0,0,0,0,0,,0,-1.89,0,18.06,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.2,0,0,-1.2,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#021FD,e6449c38-562c-4514-8383-8697ef3021fd,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/25/25,10:36 AM,Non-member,22.06,1.82,23.88,0,0,0,0,0,0,0,0,0,0,0,0,23.88,-3.97,18,0,0,0,0,0,0,0,0,,0,-1.82,0,18.09,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#45CED,93754ad1-9403-4ed4-bd0e-5fb596b45ced,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,12:34 PM,Uber One member,18.78,1.55,20.33,0,0,0,0,0,0,0,0,0,0,0,0,20.33,-3.94,21,0,0,0,0,0,0,0,0,,0,-1.55,0,14.84,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#87D67,a9cd714a-b0fc-4869-af90-66bc32187d67,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/25/25,2:10 PM,Uber One member,15.97,1.32,17.29,0,0,0,0,0,0,0,0,0,0,0,0,17.29,-3.35,21,0,0,0,0,0,0,0,0,,0,-1.32,0,12.62,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#86358,1606bac6-075e-429c-8a77-b1ce8d986358,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,2:21 PM,Uber One member,31.27,2.58,33.85,0,0,0,0,0,0,0,0,0,0,0,0,33.85,-6.57,21,0,0,0,0,0,0,0,0,,0,-2.58,0,24.7,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#465BD,48649de5-3b90-489e-bc61-94ef624465bd,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/25/25,3:08 PM,Uber One member,31.28,2.59,33.87,0,0,0,0,0,0,0,0,0,0,0,0,33.87,-6.57,21,0,0,0,0,0,0,0,0,,0,-2.59,0,24.71,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#3CE56,f0e844e5-b337-4703-939f-e10f5c33ce56,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,3:44 PM,Uber One member,18.78,1.55,20.33,0,0,0,0,0,0,0,0,0,0,0,0,20.33,-3.94,21,0,0,0,0,0,0,0,0,,0,-1.55,0,14.84,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#B5D58,2b66b3b1-3c99-46d6-975e-a5d262ab5d58,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,5:03 PM,Uber One member,31.68,2.62,34.3,0,0,0,0,0,0,0,0,0,0,0,0,34.3,-6.65,21,0,0,0,0,0,0,0,0,,0,-2.62,0,25.03,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#F7792,8db8ce21-4da6-4750-9921-b136843f7792,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/25/25,4:26 PM,Uber One member,37.57,3.11,40.68,0,0,0,0,0,0,0,0,0,0,0,0,40.68,-7.89,21,0,0,0,0,0,0,0,0,,0,-3.11,0,29.68,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#A716F,da74f221-a755-4c17-bf2e-647a6f9a716f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,6:10 PM,Non-member,32.46,2.68,35.14,0,0,0,0,0,0,0,0,0,0,0,0,35.14,-5.84,18,0,0,0,0,0,0,0,0,,0,-2.68,0,26.62,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#69EF2,cae5407b-03f8-450e-8096-d87c50b69ef2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,6:07 PM,Uber One member,9.99,0.83,10.82,0,0,0,0,0,0,0,0,0,0,0,0,10.82,-2.1,21,0,0,0,0,0,0,0,0,,0,-0.83,0,7.89,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#C9797,3937deed-b1bc-4548-84d4-b9871f3c9797,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,6:36 PM,Uber One member,33.18,2.74,35.92,0,0,0,0,0,0,0,0,0,0,0,0,35.92,-6.97,21,0,0,0,0,0,0,0,0,,0,-2.74,0,26.21,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#CDE7A,4241d70b-8ee5-421f-9aec-a74d921cde7a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,7:58 PM,Non-member,23.37,1.93,25.3,0,0,0,0,0,0,0,0,0,0,0,0,25.3,-4.21,18,0,0,0,0,0,0,0,0,,0,-1.93,0,19.16,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#182B7,0bea72fc-9bb0-4f21-b16b-c6ce601182b7,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,8:25 PM,Uber One member,33.87,2.8,36.67,0,0,0,0,0,0,0,0,0,0,0,0,36.67,-7.11,21,0,0,0,0,0,0,0,0,,0,-2.8,0,26.76,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.48,0,0,-2.48,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#85F2A,9733dd23-7829-49d3-9b05-296a74985f2a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,11:24 AM,Uber One member,18.87,1.56,20.43,0,0,0,0,0,0,0,0,0,0,0,0,20.43,-3.96,21,0,0,0,0,0,0,0,0,,0,-1.56,0,14.91,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#A9BB3,b9fb8d7a-ce74-42b8-aef0-79bc5a9a9bb3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,12:24 PM,Uber One member,27.49,2.27,29.76,0,0,0,0,0,0,0,0,0,0,0,0,29.76,-5.77,21,0,0,0,0,0,0,0,0,,0,-2.27,0,21.72,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#74F60,5c9d2b26-cd53-4cb7-abae-1ebe00774f60,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,12:44 PM,Non-member,33.78,2.79,36.57,0,0,0,0,0,0,0,0,0,0,0,0,36.57,-6.08,18,0,0,0,0,0,0,0,0,,0,-2.79,0,27.7,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#F4802,0962355e-e456-40e1-9b69-62aed2bf4802,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,1:55 PM,Uber One member,16.29,1.35,17.64,0,0,0,0,0,0,0,0,0,0,0,0,17.64,-3.42,21,0,0,0,0,0,0,0,0,,0,-1.35,0,12.87,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#11A6F,f0652019-a47e-4ee7-ab0b-2c6f1a011a6f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,3:24 PM,Non-member,17.49,1.45,18.94,0,0,0,0,0,0,0,0,0,0,0,0,18.94,-3.15,18,0,0,0,0,0,0,0,0,,0,-1.45,0,14.34,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#C8D03,3a5db848-d4cb-469f-9bbd-c4316efc8d03,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,3:51 PM,Uber One member,14.99,1.24,16.23,0,0,0,0,0,0,0,0,0,0,0,0,16.23,-3.15,21,0,0,0,0,0,0,0,0,,0,-1.24,0,11.84,,0,0,,
Capriotti's Sandwich Shop (NV079),79|15654,#D5449,e42fc289-829d-4eca-8e73-00ab54dd5449,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,3:59 PM,Uber One member,21.17,1.75,22.92,0,0,0,0,0,0,0,0,0,0,0,0,22.92,-4.45,21,0,0,0,0,0,0,0,0,,0,-1.75,0,16.72,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#66D8C,bbd5f91f-4c11-4cb2-9446-1d68dbe66d8c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,9:08 AM,Uber One member,15.59,1.29,16.88,0,0,0,0,0,0,0,0,0,0,0,0,16.88,-3.27,21,0,0,0,0,0,0,0,0,,0,-1.29,0,12.32,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#3EE37,9b0d903d-51d4-4e9e-bc3b-e5e2f3a3ee37,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,12:16 PM,Uber One member,21.56,1.78,23.34,0,0,0,0,0,-5,-0.41,0,0,0,0,0,18.34,-3.48,21,0,0,0,0,0,0,0,0,,0,-1.37,0,13.08,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#A105E,7f3bfb2a-3da1-4639-9e13-55ef010a105e,Delivery - Partner Using Uber App,Digital,UberEats Web,Cancelled,10/20/25,1:01 PM,Uber One member,16.19,1.34,17.53,0,0,0,0,0,0,0,0,0,0,0,0,17.53,-2.91,18,0,0,0,0,0,0,0,0,,0,-1.34,0,13.28,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#9F9C4,8cd47727-b803-4b96-adbb-28428f09f9c4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,2:18 PM,Uber One member,65.36,5.4,70.76,0,0,0,0,0,-5,-0.41,0,0,0,0,0,65.76,-12.68,21,0,0,0,0,0,0,0,0,,0,-4.99,0,47.68,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#783CB,044a294c-074a-4131-95c2-5b8b808783cb,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/20/25,3:10 PM,Non-member,39.74,3.28,43.02,0,0,0,0,0,-5,-0.41,0,0,0,0,0,38.02,-6.25,18,0,0,0,0,0,0,0,0,,0,-2.87,0,28.49,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.42,0,0,-3.42,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#9E7F7,27ec5054-83c0-4c0c-a4ec-792487c9e7f7,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,10/11/25,4:21 PM,Uber One member,0,0,0,2.78,0,2.78,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,2.78,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#41AC5,8f1ea66c-039a-4583-8d67-f1d815841ac5,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,12:04 PM,Non-member,26.39,2.18,28.57,0,0,0,0,0,0,0,0,0,0,0,0,28.57,-4.75,18,0,0,0,0,0,0,0,0,,0,-2.18,0,21.64,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#059D3,7f126c83-f8e3-4fbc-b91c-423cb27059d3,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/21/25,5:43 PM,Non-member,27.58,2.28,29.86,0,0,0,0,0,0,0,0,0,0,0,0,29.86,-4.96,18,0,0,0,0,0,0,0,0,,0,-2.28,0,22.62,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#6B7D5,b3d38c6e-575b-4061-b5dc-1a5a5eb6b7d5,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,6:01 PM,Non-member,20.16,1.67,21.83,0,0,0,0,0,0,0,0,0,0,0,0,21.83,-3.63,18,0,0,0,0,0,0,0,0,,0,-1.67,0,16.53,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#26EF1,8d1c9a24-1a98-4361-a6a2-8a1d36026ef1,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/21/25,8:02 PM,Uber One member,32.36,2.67,35.03,0,0,0,0,0,0,0,0,0,0,0,0,35.03,-6.8,21,0,0,0,0,0,0,0,0,,0,-2.67,0,25.56,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.65,0,0,-0.65,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#6388E,c8ec3e06-09db-4e35-a65f-44b09016388e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,2:34 PM,Uber One member,15.38,1.27,16.65,0,0,0,0,0,0,0,0,0,0,0,0,16.65,-3.23,21,0,0,0,0,0,0,0,0,,0,-1.27,0,12.15,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#471F0,3afe8802-75dc-4fbc-b646-d915d6e471f0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,4:32 PM,Uber One member,16.19,1.34,17.53,0,0,0,0,0,0,0,0,0,0,0,0,17.53,-3.4,21,0,0,0,0,0,0,0,0,,0,-1.34,0,12.79,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#471F0,3afe8802-75dc-4fbc-b646-d915d6e471f0,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,10/22/25,4:32 PM,Uber One member,0,0,0,-16.19,-1.34,-17.53,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1.34,0,-16.19,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#22A37,b6474617-5c56-4a4a-8f40-dd725c922a37,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,5:20 PM,Uber One member,29.75,2.46,32.21,0,0,0,0,0,0,0,0,0,0,0,0,32.21,-6.25,21,0,0,0,0,0,0,0,0,,0,-2.46,0,23.5,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,,,,,UberEats Unknown,,10/23/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-4.04,0,0,-4.04,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#3B777,854d9678-7240-44f6-9ed5-43d4e863b777,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,11:01 AM,Non-member,21.87,1.81,23.68,0,0,0,0,0,0,0,0,0,0,0,0,23.68,-3.94,18,0,0,0,0,0,0,0,0,,0,-1.81,0,17.93,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#5A471,317b5f85-ec96-4536-8e60-4e37c765a471,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/23/25,11:05 AM,Uber One member,19.04,1.57,20.61,0,0,0,0,0,0,0,0,0,0,0,0,20.61,-4,21,0,0,0,0,0,0,0,0,,0,-1.57,0,15.04,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#08D44,5b44a189-3875-44d3-8a89-fdde54008d44,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/23/25,1:22 PM,Uber One member,20.18,1.67,21.85,0,0,0,0,0,-5,-0.42,0,0,0,0,0,16.85,-3.19,21,0,0,0,0,0,0,0,0,,0,-1.25,0,11.99,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#F3887,950dd6d1-eefc-4a4c-9b78-979c047f3887,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/23/25,3:30 PM,Uber One member,26.39,2.18,28.57,0,0,0,0,0,-5,-0.41,0,0,0,0,0,23.57,-4.49,21,0,0,0,0,0,0,0,0,,0,-1.77,0,16.9,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#1AA3F,814c2e01-03ea-492f-b200-bea95641aa3f,Pickup,Digital,UberEats iOS,Completed,10/23/25,2:54 PM,Uber One member,26.39,2.18,28.57,0,0,0,0,0,-5,-0.41,0,0,0,0,0,23.57,-1.28,6,0,0,0,0,0,0,0,0,,0,-1.77,0,20.11,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#A0767,627cee95-b702-4682-9807-500d99ea0767,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,5:56 PM,Uber One member,19.98,1.65,21.63,0,0,0,0,0,0,0,0,0,0,0,0,21.63,-4.2,21,0,0,0,0,0,0,0,0,,0,-1.65,0,15.78,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#4341E,1bd73d21-d0c5-4b64-8ca5-d1cb11b4341e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,6:02 PM,Uber One member,28.78,2.38,31.16,0,0,0,0,0,0,0,0,0,0,0,0,31.16,-6.04,21,0,0,0,0,0,0,0,0,,0,-2.38,0,22.74,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#4C9B7,8f10b74e-081b-406c-ba0a-cc6e23e4c9b7,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,8:00 PM,Uber One member,18.38,1.52,19.9,0,0,0,0,0,0,0,0,0,0,0,0,19.9,-3.86,21,0,0,0,0,0,0,0,0,,0,-1.52,0,14.52,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.42,0,0,-1.42,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#8BC2C,21e419f8-3a69-4516-a101-863f7e98bc2c,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,10/19/25,2:34 PM,Uber One member,0,0,0,8.92,0,8.92,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,8.92,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#0B701,2106e187-b242-464b-b3da-2af46ec0b701,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,9:41 AM,Uber One member,46.03,3.8,49.83,0,0,0,0,0,0,0,0,0,0,0,0,49.83,-9.67,21,0,0,0,0,0,0,0,0,,0,-3.8,0,36.36,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#BFB55,198ea5a9-ba14-4a48-9804-381e95fbfb55,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,10:48 AM,Uber One member,22.57,1.87,24.44,0,0,0,0,0,0,0,0,0,0,0,0,24.44,-4.74,21,0,0,0,0,0,0,0,0,,0,-1.87,0,17.83,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#DA02D,118a90f5-8e9a-4f53-9b8c-40b9c34da02d,Delivery - Partner Using Uber App,Digital,Postmates Android,Completed,10/24/25,11:21 AM,Non-member,15.37,1.27,16.64,0,0,0,0,0,0,0,0,0,0,0,0,16.64,-3.07,20,0,0,0,0,0,0,0,0,,0,-1.27,0,12.3,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#932CC,65b44177-ee40-40b5-ac2c-6b91151932cc,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,1:01 PM,Non-member,29.97,2.48,32.45,0,0,0,0,0,-5,-0.42,0,0,0,0,0,27.45,-4.49,18,0,0,0,0,0,0,0,0,,0,-2.06,0,20.48,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#3F95D,e21ccc37-e691-4bea-9be4-951dd633f95d,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/24/25,7:56 PM,Uber One member,41.98,3.47,45.45,0,0,0,0,0,0,0,0,0,0,0,0,45.45,-8.82,21,0,0,0,0,0,0,0,0,,0,-3.47,0,33.16,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-5.13,0,0,-5.13,,0,0,,
Capriotti's Sandwich Shop (NV067),67|15644,#0EC3A,a516b64d-6df9-4e88-b70d-38b22ef0ec3a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,11:12 AM,Uber One member,16.77,1.39,18.16,0,0,0,0,0,0,0,0,0,0,0,0,18.16,-3.52,21,0,0,0,0,0,0,0,0,,0,-1.39,0,13.25,,0,0,,
